Nombre del Centro;Nº de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional;Posición
CLINICA KINEZA;24-C24-0311;CL. GENERAL BENAVIDES 13;24750;BAÑEZA (LA);LEON;0;0;CENTROS POLIVALENTES;FISIOTERAPIA#LOGOPEDIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA;PEREZ LIEBANA , PATRICIA;PRIVADOS;42.303828983606685, -5.902271621521274
CLINICA LA INMACULADA;24-C22-0358;CL. RAMIRO VALBUENA 15  B;24001;LEON;LEON;987036923;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#FISIOTERAPIA#NUTRICION Y DIETETICA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA;FISIONAVA C.B.;PRIVADOS;42.59891, -5.5772798
CLINICA LA PUEBLA 39;24-C251-0317;AV. DE LA PUEBLA 39;24402;PONFERRADA;LEON;987949639;0;CENTROS POLIVALENTES;ANESTESIA Y REANIMACION#CIRUGIA MAXILOFACIAL#CIRUGIA MAYOR AMBULATORIA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#FISIOTERAPIA#ODONTOLOGIA / ESTOMATOLOGIA;DRM PERIODONTAL AND IMPLANT FORMATION S.L.P.;PRIVADOS;42.5477528, -6.5970954
CLINICA LEFORM;49-C3-0155;AV. TRES CRUCES 5, ENTR;49005;ZAMORA;ZAMORA;663364759;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;CLINICA LEFORM S.L.;PRIVADOS;41.509508, -5.74229
CLINICA LIZ DIEZ;34-C21-0105;CL. SANTIAGO AMON 4;34800;AGUILAR DE CAMPOO;PALENCIA;633122072;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;DIEZ CAGIGAL , ELISABET;PRIVADOS;42.7948591, -4.265193
CLINICA LOGOPEDIA ISABEL BLANCO JIMENEZ;37-C22-0657;CL. HOSPICIO 30;37624;ALBERCA (LA);SALAMANCA;669245978;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;BLANCO JIMENEZ , ISABEL;PRIVADOS;40.4878784, -6.1123994
CLINICA MARBAN DENTAL;47-C251-0369;CL. CLAUDIO MOYANO 8;47001;VALLADOLID;VALLADOLID;691014965;0;ESPECIALIZADOS: CLINICAS DENTALES;ANESTESIA Y REANIMACION#CIRUGIA MAXILOFACIAL#DEPOSITO DE MEDICAMENTOS#ODONTOLOGIA / ESTOMATOLOGIA;MARBAN DENTAL S.L.;PRIVADOS;41.6490804, -4.7261953
CLINICA MASSANA IMOBE CL;24-C2590-0054;AV. DE ESPAÑA 11;24402;PONFERRADA;LEON;696173707;0;OTROS CENTROS ESPECIALIZADOS;CIRUGIA ESTETICA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#NUTRICION Y DIETETICA;PROACTIVE MED S.L.;PRIVADOS;42.5477527, -6.5993256
CLINICA M.B. LOGOPEDIA;09-C2590-0050;PZ. LA RESINERA  4;09400;ARANDA DE DUERO;BURGOS;639844492;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;BENITO PORTELA , MARIA;PRIVADOS;41.7312111, -3.5960583
CLINICA MEDICA ENRIQUE VEGA (ACUPUNTURA);47-C21-0412;CL. GENERAL ALMIRANTE 7 - 1 IZDA.;47003;VALLADOLID;VALLADOLID;626687393;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;VEGA ARTECHE , ENRIQUE;PRIVADOS;41.6542575, -4.7277816
CLINICA MEDICA SALUD DENTAL;37-C251-0181;PS. DE CARMELITAS 32  B;37500;CIUDAD RODRIGO;SALAMANCA;923042030;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA MEDICA SALUD DENTAL S.L.P.;PRIVADOS;40.6018776, -6.5253189
CLINICA MEDICO ESTETICA D&B CLINICS;05-C21-0149;AV. DE LOURDES 17 BIS;05400;ARENAS DE SAN PEDRO;AVILA;640767337;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;EXALUS AUGUSTE EXALUS , DIARA JIHANE;PRIVADOS;41.754444, -4.781944
CLINICA MEDICO ESTETICA ORIGEN;37-C21-0298;AV. COMUNEROS 20;37003;SALAMANCA;SALAMANCA;641633281;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;RIAÑO IGLESIAS , LORENA;PRIVADOS;40.968498, -5.651903
CLINICA MEDIVAS VALLADOLID;47-C21-0296;CL. GENERAL RUIZ 6, 1. IZDA.;47004;VALLADOLID;VALLADOLID;983307893;983297111;CONSULTAS MEDICAS;ANGIOLOGIA Y CIRUGIA VASCULAR#CIRUGIA MENOR AMBULATORIA#DEPOSITO DE MEDICAMENTOS;CENTRO INTEGRAL DE PATOLOGIA VASCULAR, S.L.P.;PRIVADOS;41.6466529, -4.7241841
CLINICA MENDEZ BONAL;37-C24-0213;CL. NORBERTO CUESTA DUTARI 7-13;37006;SALAMANCA;SALAMANCA;923099699;0;CENTROS POLIVALENTES;CIRUGIA MENOR AMBULATORIA#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#FISIOTERAPIA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA;FUNDACION MENDEZ BONAL;PRIVADOS;40.981565, -5.6788918
CLINICA MEYS;47-C24-0103;AV. DE SALAMANCA 2;47009;VALLADOLID;VALLADOLID;983355343;0;CENTROS POLIVALENTES;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#ODONTOLOGIA / ESTOMATOLOGIA#PODOLOGIA;SALUD VERITA S.L.;PRIVADOS;41.659556, -4.73458
CLINICA NUTRIMED;24-C2590-0009;CL. BURGO NUEVO 20  C;24001;LEON;LEON;987261938;0;OTROS CENTROS ESPECIALIZADOS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA);CLINICA NUTRIMED S.L.;PRIVADOS;42.5966667, -5.5727386
CLINICA ODONTOLOGIA SOLIDARIA BURGOS;09-C251-0214;PS. DE LOS CUBOS 11;09003;BURGOS;BURGOS;653539847;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;FUNDACION ODONTOLOGIA SOLIDARIA;ORGANIZACIONES NO GUBERNAMENTALES;42.3397754, -3.7110108
CLINICA ODONTOLOGICA DENTALEX;47-C251-0277;CL. DON SANCHO 18- LOCAL;47002;VALLADOLID;VALLADOLID;98313313;0;ESPECIALIZADOS: CLINICAS DENTALES;CIRUGIA MAXILOFACIAL#ODONTOLOGIA / ESTOMATOLOGIA;GONZALEZ BAYON , ALEXANDRA;PRIVADOS;41.6494596, -4.7182954
CLINICA ODONTOLOGICA LAZARO MARTINEZ;37-C251-0205;PS. DOCTOR TORRES VILLARROEL 10;37005;SALAMANCA;SALAMANCA;923018426;0;ESPECIALIZADOS: CLINICAS DENTALES;IMPLANTACION DE TEJIDOS#ODONTOLOGIA / ESTOMATOLOGIA;LAZARO MARTINEZ , JUAN MANUEL;PRIVADOS;40.9710555, -5.6633941
CLINICA OFTALMOLOGICA DE D. JOSE LUIS PEREZ SALVADOR;09-C21-0013;AV. REYES CATOLICOS N. 16, ESC. 3. - 2.E;09005;BURGOS;BURGOS;947223012;947223012;CONSULTAS MEDICAS;OFTALMOLOGIA;PEREZ SALVADOR , JOSE LUIS;PRIVADOS;42.3464692, -3.6944156
CLINICA OFTALMOLOGICA DOCTORES CASADO;34-C21-0011;PS. DEL SALON 3  I;34002;PALENCIA;PALENCIA;979740030;0;CONSULTAS MEDICAS;OFTALMOLOGIA;CASADO BLANCO , HERMAN;PRIVADOS;42.0060862, -4.5302712
CLINICA OFTALMOLOGICA DR. OLEA;09-C21-0227;PS. REGINO SAINZ DE LA MAZA 12;09004;BURGOS;BURGOS;947044224;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#OFTALMOLOGIA;OLEA CASCON , JESUS;PRIVADOS;42.3433428, -3.691004
CLINICA ORAL INTEGRAL;47-C251-0306;CL. REGALADO 13;47002;VALLADOLID;VALLADOLID;983361834;0;ESPECIALIZADOS: CLINICAS DENTALES;DEPOSITO DE MEDICAMENTOS#ODONTOLOGIA / ESTOMATOLOGIA;CLINICA ORAL INTEGRA S.L.;PRIVADOS;41.6517267, -4.7254389
CLINICA ORILLE PEREZ;24-C21-0117;CL. ALFONSO V N 11 PPAL. DCHA.;24001;LEON;LEON;987238694;0;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA;CLINICA ORILLE PEREZ S.L.;PRIVADOS;42.5983363, -5.5743024
CLINICA ORTEGA;34-C22-0181;CL. LA NAVA N. 4 - BAJO. LOCAL 1;34192;GRIJOTA;PALENCIA;669281359;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;ORTEGA GUTIERREZ , CRISTINA;PRIVADOS;42.0524901, -4.5822734
CLINICA ORTODENTAL CAMINO HERNANDEZ;24-C251-0308;CL. SANTA TERESA 23;24007;LEON;LEON;987243704;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;HERNANDEZ DOMINGUEZ , MARIA DEL CAMINO;PRIVADOS;42.60905, -5.5614981
CLINICA ORTODONCIA SIMARRO;24-C251-0309;CL. BERNARDO DEL CARPIO 11- L-;24004;LEON;LEON;987238705;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SIMARRO CABRERA , MARTA;PRIVADOS;42.5943633, -5.5758791
CLINICA PALABREA-LOGOPEDIA;37-C22-0498;CL. REYES CATOLICOS, 1-9  B;37002;SALAMANCA;SALAMANCA;622516450;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;GARCIA GARCIA , CRISTINA;PRIVADOS;40.9685027, -5.6642841
CLINICA PAULA VAZQUEZ;24-C22-0522;CL. RENUEVA 29;24002;LEON;LEON;616504141;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;VAZQUEZ GAGO , PAULA;PRIVADOS;42.601726, -5.574441
CLINICA PLANTIO CENTRO;24-C24-0022;AV. DE ESPAÑA 3  B;24400;PONFERRADA;LEON;987412595;987417825;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#FISIOTERAPIA;PEREIRA FERNANDES , JUDITH;PRIVADOS;42.5478427, -6.598805
CLINICA PODOLOGIA DAVID GONZALEZ VAZQUEZ;24-C22-0478;CL. ANGEL BARJA 11;24402;PONFERRADA;LEON;0;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;GONZALEZ VAZQUEZ , DAVID;PRIVADOS;42.5498175, -6.5974043
CLINICA PODOLOGICA CAROLINA LUMERA;09-C22-0288;AV. REYES CATOLICOS 9;09005;BURGOS;BURGOS;947700916;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;LUMERA GUTIERREZ , CAROLINA;PRIVADOS;42.3452307, -3.6963145
CLINICA PODOLOGICA CESAR FERNANDEZ;34-C22-0216;PZ. DE LA CONSTITUCION LOCAL 3;34004;PALENCIA;PALENCIA;664329221;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;FERNANDEZ DELGADILLO , CESAR GERARDO;PRIVADOS;42.0108856, -4.5328735
CLINICA PODOLOGICA DE D ELOISA PEREZ ALONSO;09-C22-0061;CL. JUAN DE MEDINA 15;09500;MEDINA DE POMAR;BURGOS;947147293;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;PEREZ ALONSO , ELOISA;PRIVADOS;42.9340249, -3.4863732
CLINICA PODOLOGICA DE D. MIGUEL A. AGUDO VELASCO;24-C22-0059;CL. CAMINO DE SANTIAGO 32  C;24402;PONFERRADA;LEON;987401955;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;AGUDO VELASCO , MIGUEL ANGEL;PRIVADOS;42.5489067, -6.601111
CLINICA PODOLOGICA DE D. REBECA SENOVILLA SERRANO;05-C22-0029;AV. DE LOS DEPORTES, 7;05200;AREVALO;AVILA;920303674;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;SENOVILLA SERRANO , REBECA;PRIVADOS;41.0577573, -4.7180818
CLINICA PODOLOGICA ESTIBALIZ SIERRA;09-C22-0128;CL. SAN AGUSTIN 29;09200;MIRANDA DE EBRO;BURGOS;601242699;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;SIERRA SUSINOS , ESTIBALIZ;PRIVADOS;42.6840114, -2.9454666
CLINICA PODOLOGICA FIZ;37-C22-0139;CL. LOS OVALLE 2  B;37004;SALAMANCA;SALAMANCA;923124125;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;GOMEZ FIZ , IRENE;PRIVADOS;40.9712347, -5.6567158
CLINICA PODOLOGICA HERRERAS;47-C22-0051;PS. DE ZORRILLA 31;47007;VALLADOLID;VALLADOLID;983236210;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;DELICADO HERRERAS , JAIME;PRIVADOS;41.6417604, -4.7370959
CLINICA PODOLOGICA MARTA GONZALEZ;05-C22-0185;CL. LA FERIA, 51;05430;ADRADA (LA);AVILA;687820629;613115379;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;GONZALEZ BERNARDOS , MARTA ELENA;PRIVADOS;40.301291, -4.6359535
CLINICA PODOLOGICA QUIROPIE;37-C22-0203;CR. DE MADRID 60;37900;SANTA MARTA DE TORMES;SALAMANCA;923133717;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ENFERMERIA#PODOLOGIA;QUIROPIE C.B.;PRIVADOS;40.9501525, -5.6298411
CLINICA PODOLOGICA RODRIGO RIOJA MATIA;47-C22-0002;CL. ANGUSTIAS 9  C;47003;VALLADOLID;VALLADOLID;983303959;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;RIOJA MATIA , RODRIGO;PRIVADOS;41.6546654, -4.7235961
CLINICA PODOLOGICA SAN ROQUE;05-C2590-0006;PS. DE SAN ROQUE 38  B;05003;AVILA;AVILA;920253635;920253635;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;ESTEBAN ANTON , JOSE;PRIVADOS;40.6534333, -4.6859711
CLINICA PODOLOGICA SANDRA FERNANDEZ;09-C22-0362;PS. FELIX RODRIGUEZ DE LA FUENTE 3;09500;MEDINA DE POMAR;BURGOS;652981363;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;FERNANDEZ EZQUERRA , SANDRA;PRIVADOS;42.934608, -3.487024
CLINICA PODOLOGICA SARA LEON;09-C22-0003;AV. DEL CID 3  J;09003;BURGOS;BURGOS;628074632;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;LEON SANCHEZ , SARA;PRIVADOS;42.348565, -3.7127856
CLINICA PODOLOGICA S.L.;40-C22-0002;CL. PLATA 28;40005;SEGOVIA;SEGOVIA;921437090;921437090;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;CLINICA PODOLOGICA S.L;PRIVADOS;40.942766, -4.1151612
CLINICA PODOLOGICA SUPIE;47-C22-0103;CL. HOSTIEROS 6;47004;VALLADOLID;VALLADOLID;983082105;0;CENTROS POLIVALENTES;FISIOTERAPIA#PODOLOGIA;ALONSO FERRERO , HECTOR;PRIVADOS;41.6477241, -4.7230883
CLINICA PODOLOGICA TERRA;24-C22-0580;AV. MARIANIN 19  B;24420;FABERO;LEON;633465159;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;MARTINEZ LINHARES , SILVIA;PRIVADOS;42.76839054563906, -6.6292279666985285
CLINICA PONFERRADA RECOLETAS;24-C11-0005;CM. DE SANTIAGO 101;24404;PONFERRADA;LEON;987423732;987429102;HOSPITALES GENERALES;ALERGOLOGIA#ANALISIS CLINICOS#ANATOMIA PATOLOGICA#ANESTESIA Y REANIMACION#ANGIOLOGIA Y CIRUGIA VASCULAR#APARATO DIGESTIVO#CARDIOLOGIA#CIRUGIA ESTETICA#CIRUGIA GENERAL Y DIGESTIVO#CIRUGIA MAXILOFACIAL#CIRUGIA MAYOR AMBULATORIA#CIRUGIA MENOR AMBULATORIA#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PLASTICA Y REPARADORA#DEPOSITO DE MEDICAMENTOS#DERMATOLOGIA #ENDOCRINOLOGIA #ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#FISIOTERAPIA#GERIATRIA#GINECOLOGIA #HEMATOLOGIA CLINICA#HOSPITAL DE DIA #IMPLANTACION DE TEJIDO OSTEOTENDINOSO#LOGOPEDIA#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTERNA#NEUMOLOGIA#NEUROCIRUGIA#NEUROFISIOLOGIA #NEUROLOGIA#NUTRICION Y DIETETICA#OBSTETRICIA#OBTENCION DE MUESTRAS#OFTALMOLOGIA#ONCOLOGIA #OTORRINOLARINGOLOGIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PEDIATRIA#PODOLOGIA#PSICOLOGIA CLINICA#RADIODIAGNOSTICO#RADIOTERAPIA#REHABILITACION#REUMATOLOGIA#SERVICIO DE TRANSFUSION#TRATAMIENTO DEL DOLOR#URGENCIAS#UROLOGIA;HOSPITAL RECOLETAS PONFERRADA S.L.U.;PRIVADOS;42.55347, -6.61155
CLINICA PRINCIPIUM PODOLOGIA;42-C22-0104;AV. MARIANO VICEN, 4, BAJO;42003;SORIA;SORIA;975215019;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ANESTESIA Y REANIMACION#PODOLOGIA;CASADO HERNANDEZ , FRANCISCO;PRIVADOS;41.7612869, -2.4700166
CLINICA PRODENTAL ROCA;47-C251-0295;CL. RAMON Y CAJAL 23;47400;MEDINA DEL CAMPO;VALLADOLID;983800550;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;PRODENTAL ROCA S.L.;PRIVADOS;41.3106736, -4.9152893
CLINICA PSICOLOGICA M. DEL CARMEN GONZALEZ DONCEL;37-C22-0715;AV. EUROPA 46  B;37480;NUEVO POBLADO;SALAMANCA;639319293;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);GONZALEZ DONCEL , MARIA CARMEN;PRIVADOS;41.754444, -4.781944
CLINICA PSICOLOGICA M. INMACULADA DAVILA FERREIRA;37-C22-0360;CL. FIGUEIRA DA FOZ 6;37500;CIUDAD RODRIGO;SALAMANCA;616638958;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);DAVILA FERREIRA , MARIA INMACULADA;PRIVADOS;40.5954324, -6.5247282
CLINICA RAMOS;37-C22-0453;CL. FERNANDO DE ROJAS 19;37005;SALAMANCA;SALAMANCA;618908435;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA);RAMOS SEVILLANO , CRISTOFER;PRIVADOS;40.9735136, -5.6607215
CLINICA RECUPERATE CANALEJAS;37-C24-0226;PS. CANALEJAS 19  B;37001;SALAMANCA;SALAMANCA;618711022;0;CENTROS POLIVALENTES;CIRUGIA MENOR AMBULATORIA#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#NUTRICION Y DIETETICA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA#PSIQUIATRIA;PROYECTOS DE SALUD INTEGRAL SL;PRIVADOS;40.9664693, -5.6576346
CLINICA REMO;24-C24-0028;CL. RENUEVA 10;24002;LEON;LEON;987876180;987976337;CENTROS POLIVALENTES;CIRUGIA MENOR AMBULATORIA#DEPOSITO DE MEDICAMENTOS#DERMATOLOGIA #ENFERMERIA#GINECOLOGIA #MEDICINA DEL TRABAJO#MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO) #OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);PREVENLEON S.L.;PRIVADOS;42.6018874, -5.57305
CLINICA RESPIRA VALLADOLID;47-C22-0516;CL. SAN LUIS 12;47004;VALLADOLID;VALLADOLID;652562696;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;RUIZ TAJADURA , RAQUEL;PRIVADOS;41.645937, -4.719776
CLINICA SAN QUIRCE;47-C24-0142;CL. SAN QUIRCE 9 -11;47003;VALLADOLID;VALLADOLID;688906088;0;CENTROS POLIVALENTES;ANESTESIA Y REANIMACION#CIRUGIA MAXILOFACIAL#DEPOSITO DE MEDICAMENTOS#ODONTOLOGIA / ESTOMATOLOGIA#PODOLOGIA;SAN QUIRCE SALUD S.L.;PRIVADOS;41.656605, -4.728378
CLINICA SANASPORT;24-C2590-0004;AV. LANCIA 7;24004;LEON;LEON;987218148;987218148;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;CLINICA SANASPORT S.L.;PRIVADOS;42.5937625, -5.5734096
CLINICA SANTA MARTA C.B. ASTORGA;24-C251-0156;PZ. SANTOCILDES 21;24700;ASTORGA;LEON;987602426;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA SANTA MARTA C.B.;PRIVADOS;42.4550327, -6.0528059
CLINICA SANTE PALENCIA;34-C22-0227;PZ. PINTOR CANEJA 2;34001;PALENCIA;PALENCIA;658959188;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DE PRADO VIARGUES , MARIAN ISABEL;PRIVADOS;42.012598, -4.530029
CLINICA SANTOS;34-C251-0043;AV. JOSE QUINTANA, 5 - 1. A;34100;SALDAÑA;PALENCIA;697287818;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;PERIOVEGA S.L.;PRIVADOS;42.5218232, -4.7378324
CLINICA SANTOS;49-C24-0010;AV. PRINCIPE DE ASTURIAS 8 A A C;49012;ZAMORA;ZAMORA;980528552;0;CENTROS POLIVALENTES;MEDICINA INTERNA#ODONTOLOGIA / ESTOMATOLOGIA;CLINDENT PRINCIPE A S.L.;PRIVADOS;41.5095678, -5.7388682
CLINICA SENSIA;47-C22-0634;CL. GABILONDO 17- BAJO;47007;VALLADOLID;VALLADOLID;623184832;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;SANZ ASENSIO , LIDIA;PRIVADOS;41.6521807, -4.728605
CLINICA SUR - EUROPE SNACKS;47-C3-0430;CR. DE OLMEDO KM. 2.2;47400;MEDINA DEL CAMPO;VALLADOLID;602229314;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA;CMD SALUD CALIDAD INTEGRAL S.L.;PRIVADOS;41.301494, -4.90664
CLINICA TIRSO DE MOLINA;40-C24-0006;PZ. TIRSO DE MOLINA LOCAL 9;40006;SEGOVIA;SEGOVIA;921442924;0;CENTROS POLIVALENTES;ODONTOLOGIA / ESTOMATOLOGIA#PODOLOGIA;CLINICA MEDICO DENTAL TIRSO DE MOLINA C.B.;PRIVADOS;40.9334925, -4.1002725
CLINICA UNIVERSITARIA DE PODOLOGIA UNIVERSIDAD DE LEON;24-C3-0345;AV. DE ASTORGA 15;24401;PONFERRADA;LEON;987442025;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#PODOLOGIA;UNIVERSIDAD DE LEON;PRIVADOS;42.549513, -6.582566
CLINICA URBAN;24-C22-0361;AV. PADRE ISLA 4-  A;24002;LEON;LEON;987193139;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MARTINEZ VALBUENA , SARA;PRIVADOS;42.5987817, -5.5722372
CLINICA VALDERRAMA;24-C21-0232;AV. ESPAÑA 1 1 DERECHA;24402;PONFERRADA;LEON;987953507;0;CONSULTAS MEDICAS;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;FERNANDEZ DE VALDERRAMA CARRACEDO , MARIA DEL MAR;PRIVADOS;42.5478827, -6.598575
CLINICA VALLADOLID DENTAL;47-C251-0292;CL. TRANSICION 5;47013;VALLADOLID;VALLADOLID;636670245;0;ESPECIALIZADOS: CLINICAS DENTALES;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#ODONTOLOGIA / ESTOMATOLOGIA;GRUPO DENTAL ADMA 2011, S.L.;PRIVADOS;41.6313775, -4.7242589
CLINICA VELVA;47-C22-0624;CL. VERBENA 15;47005;VALLADOLID;VALLADOLID;609356134;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DE FRUTOS LLORENTE , RAUL;PRIVADOS;41.6521807, -4.728605
CLINICA VILLA DE PRADO;47-C24-0070;CL. MONASTERIO DE SAN MILLAN DE LA COGOLLA 6;47014;VALLADOLID;VALLADOLID;983383330;0;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#FISIOTERAPIA#GINECOLOGIA #LOGOPEDIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#ODONTOLOGIA / ESTOMATOLOGIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PEDIATRIA#PODOLOGIA;CLINICA VILLA DE PRADO S.L.;PRIVADOS;41.6463666, -4.7448808
CLINICA VITAL DE D. CARMEN RENGEL SANCHEZ;37-C21-0114;CL. CUARTA 16;37007;SALAMANCA;SALAMANCA;923247086;0;CONSULTAS MEDICAS;MEDICINA ESTETICA#MEDICINA GENERAL /  DE FAMILIA#TERAPIAS NO CONVENCIONALES;RENGEL SANCHEZ , MARIA CARMEN;PRIVADOS;40.9701569, -5.6711572
CLINICA WECOCO II;24-C22-0492;AV. PADRE ISLA 38;24002;LEON;LEON;651831659;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA#OTRAS UNIDADES ASISTENCIALES (NUTRICION Y DIETETICA)#TERAPIA OCUPACIONAL;WECOCO S.L.;PRIVADOS;42.6012248, -5.5744078
CLINICA 24 FISIOTERAPIA;09-C22-0338;CL. CONCEPCION 24;09002;BURGOS;BURGOS;606336218;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;MARCOS DE PEDRO , ANDRES;PRIVADOS;42.3375982, -3.7041899
